PARTKEY,NAME,MFGR,BRAND,TYPE,SIZE,CONTAINER,RETAILPRICE,COMMENT
761,seashell green dodger beige linen,Manufacturer#3,Brand#34,ECONOMY ANODIZED TIN,7,SM JAR,1661.76,ages according 
15740,medium powder midnight tan cornflower,Manufacturer#4,Brand#44,STANDARD BURNISHED NICKEL,7,MED PKG,1655.74,le along the 
12742,rosy ivory snow burnished light,Manufacturer#3,Brand#34,LARGE BRUSHED BRASS,7,LG DRUM,1654.74,ages sleep slyly 
11740,goldenrod red rosy burnished chocolate,Manufacturer#3,Brand#32,LARGE POLISHED NICKEL,7,JUMBO JAR,1651.74,y final asympto
5744,antique midnight sandy orange papaya,Manufacturer#3,Brand#35,MEDIUM ANODIZED STEEL,7,WRAP PKG,1649.74, the dugouts. 
2746,gainsboro dim green olive white,Manufacturer#4,Brand#45,MEDIUM BURNISHED COPPER,7,SM PACK,1648.74,jole furiously 
16732,turquoise chartreuse metallic blush burnished,Manufacturer#3,Brand#31,MEDIUM ANODIZED COPPER,7,MED DRUM,1648.73,usual dinos. ne
18727,almond burlywood gainsboro beige blush,Manufacturer#2,Brand#25,LARGE BRUSHED STEEL,7,WRAP CAN,1645.72,uests nag slyly.
8734,antique coral chocolate dim tomato,Manufacturer#4,Brand#43,SMALL ANODIZED STEEL,7,LG PKG,1642.73,slyly
740,almond aquamarine mint misty red,Manufacturer#3,Brand#35,STANDARD POLISHED COPPER,7,WRAP PACK,1640.74, even dep
9731,royal mint honeydew steel yellow,Manufacturer#1,Brand#14,PROMO ANODIZED BRASS,7,LG BOX,1640.73, beans u
19720,medium lace purple cornsilk red,Manufacturer#5,Brand#52,ECONOMY POLISHED NICKEL,7,JUMBO DRUM,1639.72,iously
5732,navy snow royal papaya metallic,Manufacturer#1,Brand#12,LARGE PLATED TIN,7,MED BAG,1637.73,uthless dolphins imp
1735,white frosted maroon ghost yellow,Manufacturer#4,Brand#44,STANDARD PLATED TIN,7,JUMBO JAR,1636.73,ests.
17715,royal metallic chocolate navajo peru,Manufacturer#1,Brand#12,MEDIUM BRUSHED COPPER,7,WRAP PKG,1632.71,ckly according t
5726,lime beige cyan light plum,Manufacturer#4,Brand#42,SMALL BURNISHED COPPER,7,LG PKG,1631.72,haggle furiously. pa
5725,linen snow medium coral goldenrod,Manufacturer#3,Brand#35,SMALL PLATED STEEL,7,LG JAR,1630.72,nts. theodolites 
17712,tomato yellow rose white lime,Manufacturer#1,Brand#14,PROMO PLATED NICKEL,7,MED BOX,1629.71,egular foxes. fl
8712,chocolate grey blush sienna royal,Manufacturer#5,Brand#54,SMALL BURNISHED NICKEL,7,WRAP CASE,1620.71,kly. blithely u
11708,saddle tan metallic honeydew sky,Manufacturer#1,Brand#11,MEDIUM PLATED TIN,7,JUMBO PKG,1619.70,forges cajol
15704,saddle gainsboro navy dodger beige,Manufacturer#4,Brand#45,LARGE PLATED BRASS,7,JUMBO JAR,1619.70, slyly ironic accoun
17696,bisque midnight red blue sienna,Manufacturer#3,Brand#34,MEDIUM BRUSHED COPPER,7,JUMBO CAN,1613.69,ly blithe pinto beans.
9702,navajo pale almond frosted metallic,Manufacturer#4,Brand#44,SMALL POLISHED COPPER,7,WRAP PACK,1611.70,ckly 
1709,saddle royal lemon wheat lime,Manufacturer#5,Brand#55,LARGE ANODIZED COPPER,7,SM PACK,1610.70,s the r
18692,blanched red salmon blush brown,Manufacturer#3,Brand#35,MEDIUM BRUSHED STEEL,7,SM BAG,1610.69,thely regul
1706,mint dodger smoke coral tomato,Manufacturer#1,Brand#13,ECONOMY BRUSHED BRASS,7,JUMBO PKG,1607.70,riously regul
18683,drab light navajo antique sky,Manufacturer#2,Brand#21,SMALL BURNISHED BRASS,7,WRAP PACK,1601.68,. furiously final r
6691,seashell chiffon peru chocolate antique,Manufacturer#2,Brand#24,MEDIUM PLATED COPPER,7,JUMBO BAG,1597.69, depo
17680,lavender moccasin azure floral spring,Manufacturer#1,Brand#14,ECONOMY POLISHED BRASS,7,LG BOX,1597.68,ilent pinto beans
1689,moccasin gainsboro red frosted rosy,Manufacturer#2,Brand#22,LARGE BURNISHED STEEL,7,SM JAR,1590.68,efully r
6681,steel gainsboro burlywood cream hot,Manufacturer#2,Brand#23,STANDARD ANODIZED STEEL,7,LG PACK,1587.68,en excuses. sl
12667,blush green honeydew metallic sienna,Manufacturer#1,Brand#12,LARGE PLATED TIN,7,SM CAN,1579.66,ccounts detect f
4673,pink almond dodger thistle saddle,Manufacturer#4,Brand#44,ECONOMY POLISHED NICKEL,7,MED BOX,1577.67, the finally bol
1673,rosy dodger puff maroon papaya,Manufacturer#2,Brand#22,MEDIUM ANODIZED TIN,7,MED PACK,1574.67,nal theodolites. q
5668,lawn firebrick lime thistle linen,Manufacturer#1,Brand#11,MEDIUM POLISHED COPPER,7,MED DRUM,1573.66,atelets nag. special d
14658,goldenrod aquamarine linen misty thistle,Manufacturer#1,Brand#15,MEDIUM PLATED STEEL,7,SM BAG,1572.65,he alw
13658,black bisque blue mint orange,Manufacturer#4,Brand#45,PROMO ANODIZED STEEL,7,MED JAR,1571.65,ss accounts hang. sly
13657,cyan aquamarine cornflower drab burnished,Manufacturer#3,Brand#32,STANDARD ANODIZED TIN,7,WRAP DRUM,1570.65, foxes. 
6662,almond salmon hot sandy forest,Manufacturer#4,Brand#43,SMALL PLATED TIN,7,SM PKG,1568.66,r requests.
2662,indian salmon mint turquoise forest,Manufacturer#5,Brand#53,PROMO PLATED COPPER,7,MED PKG,1564.66,n dugouts among the
19645,ivory drab magenta metallic burnished,Manufacturer#4,Brand#44,STANDARD POLISHED STEEL,7,JUMBO CAN,1564.64,ly carefully final 
11651,yellow pink thistle dark cyan,Manufacturer#1,Brand#15,LARGE BRUSHED TIN,7,JUMBO DRUM,1562.65, alway
14648,firebrick olive lavender mint navy,Manufacturer#5,Brand#55,MEDIUM PLATED NICKEL,7,SM DRUM,1562.64,out the furiously ir
4657,peru linen spring violet indian,Manufacturer#2,Brand#25,MEDIUM ANODIZED TIN,7,MED CASE,1561.65,kages cajole quiet
7654,deep lemon frosted powder steel,Manufacturer#4,Brand#43,PROMO BURNISHED NICKEL,7,MED DRUM,1561.65,ructions. 
1656,navajo deep saddle grey goldenrod,Manufacturer#2,Brand#22,PROMO POLISHED BRASS,7,JUMBO JAR,1557.65,y requests? furiou
7642,lavender aquamarine honeydew sky seashell,Manufacturer#3,Brand#34,ECONOMY BURNISHED BRASS,7,JUMBO BAG,1549.64,he pending
10638,sienna seashell ghost tomato cream,Manufacturer#3,Brand#32,STANDARD BRUSHED TIN,7,SM PACK,1548.63,osits doze 
2638,sandy turquoise frosted powder drab,Manufacturer#4,Brand#41,STANDARD BURNISHED COPPER,7,JUMBO JAR,1540.63,uriously quickly even 
4635,rose maroon purple goldenrod indian,Manufacturer#3,Brand#34,ECONOMY PLATED TIN,7,JUMBO CASE,1539.63,ts wa
3634,ivory green brown lime rose,Manufacturer#4,Brand#43,PROMO POLISHED TIN,7,JUMBO JAR,1537.63,sauternes use
7630,medium honeydew sky blue pink,Manufacturer#4,Brand#41,PROMO BRUSHED BRASS,7,LG PKG,1537.63,eodolites. regular p
4628,powder gainsboro blush tan burlywood,Manufacturer#3,Brand#35,STANDARD ANODIZED COPPER,7,JUMBO PACK,1532.62, affix furiousl
8624,linen yellow maroon tan aquamarine,Manufacturer#3,Brand#34,MEDIUM ANODIZED STEEL,7,WRAP BAG,1532.62,y even accounts. sl
4623,sienna linen ghost drab moccasin,Manufacturer#3,Brand#32,MEDIUM POLISHED COPPER,7,MED DRUM,1527.62, nag carefu
6621,steel deep brown cornflower burnished,Manufacturer#3,Brand#31,SMALL BRUSHED COPPER,7,JUMBO CAN,1527.62,tructions bre
11614,violet gainsboro lime midnight indian,Manufacturer#1,Brand#14,SMALL POLISHED TIN,7,SM CASE,1525.61,quietly pending th
18603,linen dim maroon purple honeydew,Manufacturer#5,Brand#54,ECONOMY POLISHED COPPER,7,WRAP CASE,1521.60,ackages nag among the 
10610,pink chartreuse saddle misty sienna,Manufacturer#1,Brand#11,LARGE PLATED STEEL,7,JUMBO PKG,1520.61,close
6613,rose slate antique maroon beige,Manufacturer#3,Brand#31,SMALL BURNISHED COPPER,7,WRAP PACK,1519.61,slyly 
6606,rosy grey midnight wheat lavender,Manufacturer#5,Brand#51,SMALL ANODIZED STEEL,7,SM DRUM,1512.60,stealthily even ideas 
9601,aquamarine midnight steel puff khaki,Manufacturer#4,Brand#44,SMALL PLATED BRASS,7,LG CAN,1510.60,fully according to 
10600,tan plum forest chartreuse rosy,Manufacturer#2,Brand#23,PROMO BRUSHED NICKEL,7,LG BAG,1510.60,uriously expr
18586,medium khaki blue grey aquamarine,Manufacturer#4,Brand#43,LARGE PLATED TIN,7,JUMBO CASE,1504.58,ong the slyly
12590,purple azure antique goldenrod peach,Manufacturer#1,Brand#12,LARGE BRUSHED NICKEL,7,MED DRUM,1502.59, packages cajole fur
14579,slate lace peach blush sky,Manufacturer#1,Brand#14,ECONOMY PLATED BRASS,7,WRAP PACK,1493.57,ke packag
592,dodger burnished yellow wheat antique,Manufacturer#2,Brand#23,LARGE POLISHED STEEL,7,MED DRUM,1492.59,ide of the notorni
1589,cornflower tan gainsboro sandy honeydew,Manufacturer#1,Brand#14,LARGE BRUSHED NICKEL,7,JUMBO BAG,1490.58, even packag
19571,antique cream rosy beige black,Manufacturer#4,Brand#45,STANDARD BRUSHED NICKEL,7,WRAP JAR,1490.57,ously unusual instruc
15571,bisque lavender purple sandy rose,Manufacturer#3,Brand#35,PROMO ANODIZED BRASS,7,MED DRUM,1486.57,ickly quickly blithe p
585,slate hot honeydew midnight burnished,Manufacturer#5,Brand#53,SMALL PLATED COPPER,7,JUMBO PKG,1485.58,sts haggle q
11573,orchid midnight pink dark medium,Manufacturer#4,Brand#41,SMALL POLISHED NICKEL,7,LG PACK,1484.57,e slyly. iron
16568,puff rose navajo olive seashell,Manufacturer#1,Brand#14,STANDARD BURNISHED STEEL,7,MED DRUM,1484.56,fily i
1581,lace bisque lemon midnight forest,Manufacturer#5,Brand#55,MEDIUM ANODIZED TIN,7,SM BOX,1482.58, sleep slyly 
17563,blush aquamarine linen turquoise firebrick,Manufacturer#1,Brand#11,MEDIUM ANODIZED BRASS,7,WRAP DRUM,1480.56,packages are blithel
6572,green salmon lace powder lemon,Manufacturer#3,Brand#33,PROMO ANODIZED NICKEL,7,JUMBO PKG,1478.57,quickly final foxe
19552,saddle cornflower indian cyan puff,Manufacturer#4,Brand#42,MEDIUM BRUSHED NICKEL,7,SM CASE,1471.55,posits ins
5565,moccasin puff dark sky coral,Manufacturer#5,Brand#55,LARGE BRUSHED NICKEL,7,WRAP CAN,1470.56,al noto
6560,salmon dim moccasin frosted indian,Manufacturer#3,Brand#34,STANDARD BRUSHED BRASS,7,SM BAG,1466.56,d the daringly regula
11555,steel drab spring blue white,Manufacturer#4,Brand#41,PROMO ANODIZED COPPER,7,LG PACK,1466.55, busily. fluffily i
13551,metallic linen azure navajo maroon,Manufacturer#1,Brand#12,STANDARD ANODIZED STEEL,7,WRAP PKG,1464.55,totes-- unusual depo
8555,burnished lavender khaki forest moccasin,Manufacturer#5,Brand#53,LARGE ANODIZED BRASS,7,WRAP PKG,1463.55,ully regular 
1561,white burnished turquoise cornsilk salmon,Manufacturer#3,Brand#33,SMALL PLATED COPPER,7,WRAP JAR,1462.56, regular ins
6548,green slate brown orange sandy,Manufacturer#5,Brand#54,PROMO BURNISHED STEEL,7,WRAP BAG,1454.54,atele
10542,maroon green orange lavender saddle,Manufacturer#2,Brand#25,STANDARD BURNISHED COPPER,7,JUMBO BOX,1452.54,cies boost co
2548,medium navajo saddle yellow wheat,Manufacturer#5,Brand#52,ECONOMY PLATED BRASS,7,LG CAN,1450.54,. idea
19530,magenta salmon cyan purple orange,Manufacturer#5,Brand#54,ECONOMY PLATED COPPER,7,WRAP BOX,1449.53,theodolites are sly
4544,cream beige plum frosted lemon,Manufacturer#1,Brand#11,ECONOMY BRUSHED BRASS,7,LG PKG,1448.54,sely according to th
16532,spring orchid burlywood sienna cream,Manufacturer#3,Brand#32,MEDIUM POLISHED NICKEL,7,WRAP CASE,1448.53,heodolites hang slyly 
2545,olive saddle thistle maroon goldenrod,Manufacturer#4,Brand#41,LARGE POLISHED TIN,7,JUMBO BOX,1447.54,nding accounts s
7540,orange lavender puff linen peru,Manufacturer#1,Brand#11,STANDARD POLISHED NICKEL,7,MED CAN,1447.54,ckly regular pl
11534,almond spring royal ivory firebrick,Manufacturer#4,Brand#42,PROMO PLATED NICKEL,7,JUMBO JAR,1445.53,. even deposits u
18527,firebrick frosted almond honeydew violet,Manufacturer#3,Brand#33,PROMO ANODIZED NICKEL,7,SM JAR,1445.52, furiously 
4538,brown sandy chiffon frosted hot,Manufacturer#4,Brand#42,STANDARD BURNISHED STEEL,7,SM PACK,1442.53,gle carefully
12529,midnight chartreuse plum goldenrod powder,Manufacturer#1,Brand#15,MEDIUM BURNISHED TIN,7,WRAP PKG,1441.52,ending deposi
540,violet white steel chocolate burlywood,Manufacturer#1,Brand#14,MEDIUM PLATED NICKEL,7,LG PACK,1440.54,cial, pending account
6529,sienna turquoise olive dark tomato,Manufacturer#1,Brand#15,SMALL BRUSHED STEEL,7,SM BOX,1435.52,ld accou
12523,goldenrod lawn light tan linen,Manufacturer#1,Brand#14,LARGE ANODIZED BRASS,7,JUMBO BAG,1435.52,s. final, s
4528,purple navy lawn bisque navajo,Manufacturer#1,Brand#15,SMALL ANODIZED NICKEL,7,MED DRUM,1432.52,es serv
14515,cream dodger tan chocolate burlywood,Manufacturer#1,Brand#13,ECONOMY ANODIZED NICKEL,7,SM PACK,1429.51,. carefully ruthl
7521,lace sandy yellow purple smoke,Manufacturer#1,Brand#14,SMALL ANODIZED COPPER,7,JUMBO CASE,1428.52, express courts. ca
8518,gainsboro saddle sky hot sandy,Manufacturer#5,Brand#55,STANDARD ANODIZED BRASS,7,JUMBO BOX,1426.51,sits 
523,light goldenrod honeydew indian lemon,Manufacturer#4,Brand#42,ECONOMY BRUSHED NICKEL,7,JUMBO JAR,1423.52,e blithe
1516,olive tan azure honeydew chartreuse,Manufacturer#2,Brand#21,PROMO BURNISHED COPPER,7,JUMBO BAG,1417.51,ions are quickly. 
7503,forest red maroon olive cornsilk,Manufacturer#2,Brand#21,LARGE BURNISHED COPPER,7,JUMBO CASE,1410.50,ggle blithely. ideas 
9501,sky sienna indian dim chartreuse,Manufacturer#1,Brand#13,SMALL PLATED TIN,7,SM CASE,1410.50,unts 
16494,light violet lawn bisque slate,Manufacturer#2,Brand#22,SMALL PLATED COPPER,7,JUMBO PACK,1410.49,wake regular depo
3506,puff chocolate azure gainsboro tan,Manufacturer#1,Brand#11,SMALL BRUSHED TIN,7,MED JAR,1409.50,egular packages. furio
7493,blue cyan firebrick midnight cornflower,Manufacturer#4,Brand#43,MEDIUM PLATED STEEL,7,LG DRUM,1400.49,e. furiously 
18480,powder cream snow magenta salmon,Manufacturer#4,Brand#41,MEDIUM BRUSHED TIN,7,JUMBO PKG,1398.48,earls. quie
2495,metallic bisque burnished beige moccasin,Manufacturer#2,Brand#22,MEDIUM PLATED COPPER,7,SM PACK,1397.49, pinto 
16480,lemon turquoise powder seashell black,Manufacturer#2,Brand#24,LARGE ANODIZED TIN,7,WRAP CAN,1396.48, slyly 
14471,blanched puff violet rosy ivory,Manufacturer#3,Brand#34,MEDIUM BRUSHED NICKEL,7,LG DRUM,1385.47,. final, even mult
18465,plum royal wheat snow medium,Manufacturer#4,Brand#43,LARGE BRUSHED COPPER,7,JUMBO BAG,1383.46,slyly ironic deposits
16464,chocolate white spring peach beige,Manufacturer#2,Brand#22,PROMO BURNISHED BRASS,7,SM JAR,1380.46,arefully e
3473,floral tomato cream light wheat,Manufacturer#2,Brand#25,MEDIUM ANODIZED NICKEL,7,MED BAG,1376.47,onic theodolit
13463,floral forest cornflower steel linen,Manufacturer#1,Brand#12,LARGE BRUSHED NICKEL,7,SM PACK,1376.46,s nag around the 
10459,antique floral seashell navy lace,Manufacturer#5,Brand#54,PROMO PLATED BRASS,7,LG PKG,1369.45, before the spec
5459,cornsilk coral sky brown metallic,Manufacturer#5,Brand#53,STANDARD POLISHED TIN,7,WRAP CASE,1364.45,gside o
12452,moccasin grey sky chartreuse pale,Manufacturer#4,Brand#44,SMALL POLISHED NICKEL,7,LG BAG,1364.45,he package
14448,metallic lace seashell burnished tomato,Manufacturer#4,Brand#41,MEDIUM BRUSHED NICKEL,7,SM CASE,1362.44,layers use. quickly sp
4454,drab wheat tomato rose sky,Manufacturer#3,Brand#35,STANDARD BURNISHED BRASS,7,JUMBO BAG,1358.45,. requests bo
9449,green sky linen turquoise drab,Manufacturer#4,Brand#43,LARGE PLATED NICKEL,7,SM BAG,1358.44,iously ironic notornis
1448,metallic blush plum forest salmon,Manufacturer#1,Brand#15,MEDIUM POLISHED TIN,7,JUMBO CAN,1349.44,ronic foxes 
9440,goldenrod drab papaya midnight frosted,Manufacturer#1,Brand#13,LARGE BURNISHED TIN,7,WRAP BOX,1349.44,deposits. slyly
1442,black navy rose honeydew violet,Manufacturer#1,Brand#14,SMALL POLISHED TIN,7,JUMBO PACK,1343.44,fter the ironic 
19424,floral sienna burnished honeydew blanched,Manufacturer#2,Brand#25,STANDARD ANODIZED BRASS,7,MED CASE,1343.42,s integrate pend
4437,aquamarine sandy wheat dark lemon,Manufacturer#5,Brand#55,LARGE PLATED TIN,7,MED CASE,1341.43,pecia
19417,navajo khaki lace aquamarine firebrick,Manufacturer#4,Brand#43,SMALL PLATED BRASS,7,MED CASE,1336.41,ep. final requests s
7428,linen yellow goldenrod cyan salmon,Manufacturer#4,Brand#42,PROMO BURNISHED STEEL,7,JUMBO JAR,1335.42,c, even ideas boost
18417,spring honeydew indian moccasin burlywood,Manufacturer#5,Brand#51,SMALL BURNISHED NICKEL,7,LG CAN,1335.41,ongside of the 
13420,purple blanched puff frosted linen,Manufacturer#4,Brand#45,SMALL BURNISHED NICKEL,7,WRAP BOX,1333.42,about the dogg
17415,grey cornflower honeydew ivory steel,Manufacturer#2,Brand#24,PROMO PLATED BRASS,7,JUMBO JAR,1332.41,ular pa
12418,yellow aquamarine cyan burnished smoke,Manufacturer#4,Brand#43,PROMO BRUSHED NICKEL,7,JUMBO BAG,1330.41,kly final pa
12416,puff plum linen wheat brown,Manufacturer#3,Brand#32,STANDARD PLATED STEEL,7,MED CAN,1328.41, depend
11416,ghost cream saddle blue lawn,Manufacturer#1,Brand#15,MEDIUM ANODIZED NICKEL,7,JUMBO CASE,1327.41, bold
17410,metallic hot goldenrod purple peach,Manufacturer#2,Brand#24,STANDARD PLATED STEEL,7,LG BAG,1327.41, unusual foxes use fur
15411,mint puff chiffon brown turquoise,Manufacturer#5,Brand#55,ECONOMY POLISHED NICKEL,7,JUMBO CAN,1326.41, could use final, ev
5420,cornflower chartreuse dim slate hot,Manufacturer#3,Brand#31,SMALL ANODIZED COPPER,7,SM CAN,1325.42,ges above t
9416,honeydew indian white smoke chocolate,Manufacturer#1,Brand#15,ECONOMY PLATED TIN,7,JUMBO CASE,1325.41,ole. furiously final
3413,thistle yellow grey beige sky,Manufacturer#5,Brand#55,SMALL PLATED COPPER,7,JUMBO JAR,1316.41, wake slyly beh
6409,frosted plum dark purple aquamarine,Manufacturer#1,Brand#12,PROMO POLISHED TIN,7,SM CAN,1315.40,osits. regu
19396,peach ivory drab light gainsboro,Manufacturer#3,Brand#34,SMALL BRUSHED NICKEL,7,SM BOX,1315.39, unusual instru
4410,hot tomato thistle blanched chocolate,Manufacturer#5,Brand#55,STANDARD BRUSHED TIN,7,MED CASE,1314.41,de of th
13394,hot rose sky lime goldenrod,Manufacturer#5,Brand#53,LARGE BURNISHED TIN,7,SM BOX,1307.39,slyly
15392,grey peach slate spring aquamarine,Manufacturer#4,Brand#41,STANDARD BRUSHED TIN,7,WRAP BOX,1307.39,nic depo
15385,navajo mint aquamarine puff sienna,Manufacturer#1,Brand#14,MEDIUM BRUSHED STEEL,7,LG PKG,1300.38, wake f
19378,magenta blush lawn royal grey,Manufacturer#4,Brand#45,ECONOMY BRUSHED STEEL,7,WRAP DRUM,1297.37,fluffy sheaves cajole 
9374,chocolate lavender ghost peru seashell,Manufacturer#4,Brand#42,SMALL BRUSHED STEEL,7,SM BOX,1283.37,; expres
6371,peach chocolate dark midnight frosted,Manufacturer#2,Brand#24,STANDARD PLATED BRASS,7,LG JAR,1277.37,ely even reques
1369,ghost white moccasin yellow papaya,Manufacturer#5,Brand#54,ECONOMY BURNISHED COPPER,7,SM PKG,1270.36,ideas s
13357,brown burnished lemon goldenrod plum,Manufacturer#4,Brand#45,MEDIUM BURNISHED COPPER,7,JUMBO BOX,1270.35,ns across the r
8361,cream seashell black misty lace,Manufacturer#4,Brand#44,MEDIUM PLATED STEEL,7,JUMBO PKG,1269.36,eful platelets a
19350,light cornflower metallic forest hot,Manufacturer#5,Brand#54,SMALL BRUSHED STEEL,7,WRAP BAG,1269.35,ual foxes integ
6362,maroon peru navy drab lawn,Manufacturer#2,Brand#21,SMALL PLATED COPPER,7,JUMBO PACK,1268.36,ecial accounts at 
14354,frosted floral dim ghost sandy,Manufacturer#4,Brand#43,ECONOMY PLATED STEEL,7,SM CAN,1268.35, deposits s
5362,white blue orchid sienna plum,Manufacturer#4,Brand#42,MEDIUM ANODIZED BRASS,7,JUMBO BOX,1267.36,ep. bli
17345,green medium cornflower olive navy,Manufacturer#1,Brand#11,LARGE ANODIZED COPPER,7,MED CAN,1262.34,leep quickly slow
1355,firebrick metallic floral azure grey,Manufacturer#4,Brand#42,LARGE PLATED TIN,7,SM CAN,1256.35,ake across the eve
10346,sandy rose yellow almond spring,Manufacturer#1,Brand#15,STANDARD PLATED BRASS,7,JUMBO CAN,1256.34,nal i
16337,tomato thistle chartreuse khaki violet,Manufacturer#2,Brand#25,MEDIUM ANODIZED TIN,7,SM JAR,1253.33,tes about the pendin
4346,beige magenta lime mint indian,Manufacturer#3,Brand#34,MEDIUM BRUSHED STEEL,7,WRAP JAR,1250.34,lyly within the fluf
7341,seashell medium pale smoke lemon,Manufacturer#4,Brand#45,PROMO BURNISHED TIN,7,MED CAN,1248.34,above the furio
1344,magenta thistle grey blanched navy,Manufacturer#3,Brand#33,LARGE ANODIZED TIN,7,JUMBO CASE,1245.34,into bea
2342,maroon lace dodger thistle firebrick,Manufacturer#4,Brand#45,ECONOMY ANODIZED TIN,7,JUMBO DRUM,1244.34,s mol
8336,linen chocolate white azure lace,Manufacturer#4,Brand#43,PROMO POLISHED COPPER,7,LG JAR,1244.33,ole b
343,blush thistle chartreuse tomato navy,Manufacturer#3,Brand#35,PROMO ANODIZED NICKEL,7,SM JAR,1243.34,s-- ironic foxes boost
7334,burlywood bisque saddle powder azure,Manufacturer#5,Brand#52,SMALL BURNISHED COPPER,7,SM BOX,1241.33, regular ideas.
1339,indian cyan grey smoke khaki,Manufacturer#1,Brand#14,STANDARD POLISHED STEEL,7,LG PKG,1240.33,old packages haggle 
5334,snow rosy smoke maroon lemon,Manufacturer#3,Brand#31,MEDIUM ANODIZED NICKEL,7,SM BOX,1239.33,quickly e
7332,honeydew almond tan pink floral,Manufacturer#1,Brand#11,MEDIUM BURNISHED TIN,7,LG DRUM,1239.33,are quickly among 
19319,misty frosted navajo navy snow,Manufacturer#4,Brand#44,ECONOMY POLISHED TIN,7,SM BOX,1238.31,: pen
12322,hot tan coral powder cornflower,Manufacturer#1,Brand#12,ECONOMY POLISHED TIN,7,LG CASE,1234.32,le around 
9322,peach magenta midnight sienna rose,Manufacturer#3,Brand#31,STANDARD BRUSHED NICKEL,7,JUMBO CAN,1231.32,uriously ironi
17309,lace ghost grey snow smoke,Manufacturer#2,Brand#23,ECONOMY PLATED TIN,7,JUMBO PKG,1226.30,across the furiou
18308,dodger steel navy misty orchid,Manufacturer#3,Brand#34,LARGE BRUSHED COPPER,7,WRAP CAN,1226.30,yly blithe
11308,thistle papaya light peach sandy,Manufacturer#4,Brand#43,STANDARD PLATED BRASS,7,MED BAG,1219.30,lites 
14302,pale peach aquamarine drab midnight,Manufacturer#5,Brand#54,STANDARD ANODIZED BRASS,7,SM DRUM,1216.30,multipliers hang. b
8306,drab pink blanched antique navy,Manufacturer#3,Brand#31,PROMO BRUSHED COPPER,7,MED BAG,1214.30,fully fin
19294,peach white dodger deep green,Manufacturer#4,Brand#42,MEDIUM PLATED COPPER,7,SM PKG,1213.29,nusual ac
18294,goldenrod yellow grey magenta peach,Manufacturer#4,Brand#43,MEDIUM BRUSHED COPPER,7,MED CASE,1212.29,inal package
4304,sky maroon lace magenta plum,Manufacturer#2,Brand#21,SMALL BURNISHED COPPER,7,WRAP JAR,1208.30,eodolites promise re
8297,yellow lace salmon steel azure,Manufacturer#1,Brand#11,STANDARD ANODIZED STEEL,7,LG CASE,1205.29,slyly fur
1303,royal blush lemon pink dark,Manufacturer#2,Brand#23,ECONOMY PLATED BRASS,7,LG CAN,1204.30,refully bold 
303,almond chocolate firebrick black bisque,Manufacturer#4,Brand#45,ECONOMY PLATED BRASS,7,JUMBO CASE,1203.30,yly according
3299,peru floral salmon navajo gainsboro,Manufacturer#4,Brand#43,LARGE POLISHED STEEL,7,SM PKG,1202.29,ithely 
15284,blush brown maroon lime cornsilk,Manufacturer#1,Brand#14,ECONOMY ANODIZED COPPER,7,LG CASE,1199.28,nic packages. bra
2294,green white violet puff rosy,Manufacturer#5,Brand#55,ECONOMY BURNISHED COPPER,7,LG CASE,1196.29,ons sleep furiously 
12284,white indian drab firebrick tan,Manufacturer#5,Brand#53,MEDIUM ANODIZED NICKEL,7,SM BOX,1196.28,. furiously regular fo
19277,turquoise gainsboro burnished dim green,Manufacturer#5,Brand#54,LARGE BURNISHED BRASS,7,LG BAG,1196.27,y special i
5287,firebrick purple ivory ghost lime,Manufacturer#3,Brand#34,STANDARD PLATED TIN,7,LG BOX,1192.28,egular requests. f
8281,plum antique papaya pink metallic,Manufacturer#5,Brand#52,ECONOMY ANODIZED STEEL,7,SM BAG,1189.28,al, fi
8278,yellow dodger indian burnished hot,Manufacturer#2,Brand#25,ECONOMY BURNISHED TIN,7,JUMBO CAN,1186.27,nto beans. evenly spec
18267,bisque magenta firebrick forest tomato,Manufacturer#2,Brand#23,MEDIUM PLATED COPPER,7,SM BAG,1185.26,ironic ex
1283,drab burnished white black lavender,Manufacturer#2,Brand#22,PROMO BURNISHED BRASS,7,JUMBO DRUM,1184.28,lyly even ideas! even
7277,rose slate magenta blush blanched,Manufacturer#2,Brand#25,LARGE ANODIZED BRASS,7,MED BAG,1184.27,ages-- carefull
15269,tomato chiffon floral misty honeydew,Manufacturer#3,Brand#34,PROMO PLATED BRASS,7,MED PACK,1184.26,luffily
19264,sandy brown sky yellow indian,Manufacturer#4,Brand#42,PROMO ANODIZED TIN,7,WRAP DRUM,1183.26,rate quickly alo
7275,rosy green burnished snow linen,Manufacturer#2,Brand#25,LARGE POLISHED STEEL,7,LG DRUM,1182.27,e quickly carefull
281,red mint brown powder rose,Manufacturer#1,Brand#12,SMALL PLATED STEEL,7,MED CAN,1181.28,regula
9271,wheat metallic grey powder yellow,Manufacturer#5,Brand#52,ECONOMY PLATED STEEL,7,JUMBO CAN,1180.27,eodolites. express ins
18261,frosted pink steel dark tan,Manufacturer#4,Brand#45,PROMO BRUSHED BRASS,7,WRAP JAR,1179.26,ly express pa
7267,mint black pink ivory violet,Manufacturer#5,Brand#53,ECONOMY POLISHED NICKEL,7,LG JAR,1174.26, fluf
13259,chiffon cream misty rose peru,Manufacturer#3,Brand#34,SMALL PLATED COPPER,7,JUMBO JAR,1172.25,ronic, final c
